instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
12369410,48318,NIFTY25D1627400CE,NIFTY,0,2025-12-16,27400.0,0.05,75,CE,NFO-OPT,NFO
12369666,48319,NIFTY25D1627400PE,NIFTY,0,2025-12-16,27400.0,0.05,75,PE,NFO-OPT,NFO
12368898,48316,NIFTY25D1627350CE,NIFTY,0,2025-12-16,27350.0,0.05,75,CE,NFO-OPT,NFO
12369154,48317,NIFTY25D1627350PE,NIFTY,0,2025-12-16,27350.0,0.05,75,PE,NFO-OPT,NFO
12368386,48314,NIFTY25D1627300CE,NIFTY,0,2025-12-16,27300.0,0.05,75,CE,NFO-OPT,NFO
12368642,48315,NIFTY25D1627300PE,NIFTY,0,2025-12-16,27300.0,0.05,75,PE,NFO-OPT,NFO
12367874,48312,NIFTY25D1627250CE,NIFTY,0,2025-12-16,27250.0,0.05,75,CE,NFO-OPT,NFO
12368130,48313,NIFTY25D1627250PE,NIFTY,0,2025-12-16,27250.0,0.05,75,PE,NFO-OPT,NFO
12367362,48310,NIFTY25D1627200CE,NIFTY,0,2025-12-16,27200.0,0.05,75,CE,NFO-OPT,NFO
12367618,48311,NIFTY25D1627200PE,NIFTY,0,2025-12-16,27200.0,0.05,75,PE,NFO-OPT,NFO
12365570,48303,NIFTY25D1627150CE,NIFTY,0,2025-12-16,27150.0,0.05,75,CE,NFO-OPT,NFO
12367106,48309,NIFTY25D1627150PE,NIFTY,0,2025-12-16,27150.0,0.05,75,PE,NFO-OPT,NFO
12365058,48301,NIFTY25D1627100CE,NIFTY,0,2025-12-16,27100.0,0.05,75,CE,NFO-OPT,NFO
12365314,48302,NIFTY25D1627100PE,NIFTY,0,2025-12-16,27100.0,0.05,75,PE,NFO-OPT,NFO
12363010,48293,NIFTY25D1627050CE,NIFTY,0,2025-12-16,27050.0,0.05,75,CE,NFO-OPT,NFO
12364802,48300,NIFTY25D1627050PE,NIFTY,0,2025-12-16,27050.0,0.05,75,PE,NFO-OPT,NFO
12362498,48291,NIFTY25D1627000CE,NIFTY,0,2025-12-16,27000.0,0.05,75,CE,NFO-OPT,NFO
12362754,48292,NIFTY25D1627000PE,NIFTY,0,2025-12-16,27000.0,0.05,75,PE,NFO-OPT,NFO
12361730,48288,NIFTY25D1626950CE,NIFTY,0,2025-12-16,26950.0,0.05,75,CE,NFO-OPT,NFO
12361986,48289,NIFTY25D1626950PE,NIFTY,0,2025-12-16,26950.0,0.05,75,PE,NFO-OPT,NFO
12361218,48286,NIFTY25D1626900CE,NIFTY,0,2025-12-16,26900.0,0.05,75,CE,NFO-OPT,NFO
12361474,48287,NIFTY25D1626900PE,NIFTY,0,2025-12-16,26900.0,0.05,75,PE,NFO-OPT,NFO
12359938,48281,NIFTY25D1626850CE,NIFTY,0,2025-12-16,26850.0,0.05,75,CE,NFO-OPT,NFO
12360706,48284,NIFTY25D1626850PE,NIFTY,0,2025-12-16,26850.0,0.05,75,PE,NFO-OPT,NFO
12359170,48278,NIFTY25D1626800CE,NIFTY,0,2025-12-16,26800.0,0.05,75,CE,NFO-OPT,NFO
12359426,48279,NIFTY25D1626800PE,NIFTY,0,2025-12-16,26800.0,0.05,75,PE,NFO-OPT,NFO
12358658,48276,NIFTY25D1626750CE,NIFTY,0,2025-12-16,26750.0,0.05,75,CE,NFO-OPT,NFO
12358914,48277,NIFTY25D1626750PE,NIFTY,0,2025-12-16,26750.0,0.05,75,PE,NFO-OPT,NFO
12358146,48274,NIFTY25D1626700CE,NIFTY,0,2025-12-16,26700.0,0.05,75,CE,NFO-OPT,NFO
12358402,48275,NIFTY25D1626700PE,NIFTY,0,2025-12-16,26700.0,0.05,75,PE,NFO-OPT,NFO
12357634,48272,NIFTY25D1626650CE,NIFTY,0,2025-12-16,26650.0,0.05,75,CE,NFO-OPT,NFO
12357890,48273,NIFTY25D1626650PE,NIFTY,0,2025-12-16,26650.0,0.05,75,PE,NFO-OPT,NFO
12357122,48270,NIFTY25D1626600CE,NIFTY,0,2025-12-16,26600.0,0.05,75,CE,NFO-OPT,NFO
12357378,48271,NIFTY25D1626600PE,NIFTY,0,2025-12-16,26600.0,0.05,75,PE,NFO-OPT,NFO
12356098,48266,NIFTY25D1626550CE,NIFTY,0,2025-12-16,26550.0,0.05,75,CE,NFO-OPT,NFO
12356866,48269,NIFTY25D1626550PE,NIFTY,0,2025-12-16,26550.0,0.05,75,PE,NFO-OPT,NFO
12355074,48262,NIFTY25D1626500CE,NIFTY,0,2025-12-16,26500.0,0.05,75,CE,NFO-OPT,NFO
12355842,48265,NIFTY25D1626500PE,NIFTY,0,2025-12-16,26500.0,0.05,75,PE,NFO-OPT,NFO
12354050,48258,NIFTY25D1626450CE,NIFTY,0,2025-12-16,26450.0,0.05,75,CE,NFO-OPT,NFO
12354818,48261,NIFTY25D1626450PE,NIFTY,0,2025-12-16,26450.0,0.05,75,PE,NFO-OPT,NFO
12353282,48255,NIFTY25D1626400CE,NIFTY,0,2025-12-16,26400.0,0.05,75,CE,NFO-OPT,NFO
12353794,48257,NIFTY25D1626400PE,NIFTY,0,2025-12-16,26400.0,0.05,75,PE,NFO-OPT,NFO
12352770,48253,NIFTY25D1626350CE,NIFTY,0,2025-12-16,26350.0,0.05,75,CE,NFO-OPT,NFO
12336130,48188,NIFTY25D1625550CE,NIFTY,0,2025-12-16,25550.0,0.05,75,CE,NFO-OPT,NFO
12338690,48198,NIFTY25D1625550PE,NIFTY,0,2025-12-16,25550.0,0.05,75,PE,NFO-OPT,NFO
12335618,48186,NIFTY25D1625500CE,NIFTY,0,2025-12-16,25500.0,0.05,75,CE,NFO-OPT,NFO
12335874,48187,NIFTY25D1625500PE,NIFTY,0,2025-12-16,25500.0,0.05,75,PE,NFO-OPT,NFO
12335106,48184,NIFTY25D1625450CE,NIFTY,0,2025-12-16,25450.0,0.05,75,CE,NFO-OPT,NFO
12335362,48185,NIFTY25D1625450PE,NIFTY,0,2025-12-16,25450.0,0.05,75,PE,NFO-OPT,NFO
12334594,48182,NIFTY25D1625400CE,NIFTY,0,2025-12-16,25400.0,0.05,75,CE,NFO-OPT,NFO
12334850,48183,NIFTY25D1625400PE,NIFTY,0,2025-12-16,25400.0,0.05,75,PE,NFO-OPT,NFO
12334082,48180,NIFTY25D1625350CE,NIFTY,0,2025-12-16,25350.0,0.05,75,CE,NFO-OPT,NFO
12334338,48181,NIFTY25D1625350PE,NIFTY,0,2025-12-16,25350.0,0.05,75,PE,NFO-OPT,NFO
12333570,48178,NIFTY25D1625300CE,NIFTY,0,2025-12-16,25300.0,0.05,75,CE,NFO-OPT,NFO
12333826,48179,NIFTY25D1625300PE,NIFTY,0,2025-12-16,25300.0,0.05,75,PE,NFO-OPT,NFO
12331522,48170,NIFTY25D1625250CE,NIFTY,0,2025-12-16,25250.0,0.05,75,CE,NFO-OPT,NFO
12333314,48177,NIFTY25D1625250PE,NIFTY,0,2025-12-16,25250.0,0.05,75,PE,NFO-OPT,NFO
12331010,48168,NIFTY25D1625200CE,NIFTY,0,2025-12-16,25200.0,0.05,75,CE,NFO-OPT,NFO
12331266,48169,NIFTY25D1625200PE,NIFTY,0,2025-12-16,25200.0,0.05,75,PE,NFO-OPT,NFO
12330498,48166,NIFTY25D1625150CE,NIFTY,0,2025-12-16,25150.0,0.05,75,CE,NFO-OPT,NFO
12330754,48167,NIFTY25D1625150PE,NIFTY,0,2025-12-16,25150.0,0.05,75,PE,NFO-OPT,NFO
12329986,48164,NIFTY25D1625100CE,NIFTY,0,2025-12-16,25100.0,0.05,75,CE,NFO-OPT,NFO
12330242,48165,NIFTY25D1625100PE,NIFTY,0,2025-12-16,25100.0,0.05,75,PE,NFO-OPT,NFO
12329474,48162,NIFTY25D1625050CE,NIFTY,0,2025-12-16,25050.0,0.05,75,CE,NFO-OPT,NFO
12329730,48163,NIFTY25D1625050PE,NIFTY,0,2025-12-16,25050.0,0.05,75,PE,NFO-OPT,NFO
12328962,48160,NIFTY25D1625000CE,NIFTY,0,2025-12-16,25000.0,0.05,75,CE,NFO-OPT,NFO
12329218,48161,NIFTY25D1625000PE,NIFTY,0,2025-12-16,25000.0,0.05,75,PE,NFO-OPT,NFO
12328450,48158,NIFTY25D1624950CE,NIFTY,0,2025-12-16,24950.0,0.05,75,CE,NFO-OPT,NFO
12328706,48159,NIFTY25D1624950PE,NIFTY,0,2025-12-16,24950.0,0.05,75,PE,NFO-OPT,NFO
12327938,48156,NIFTY25D1624900CE,NIFTY,0,2025-12-16,24900.0,0.05,75,CE,NFO-OPT,NFO
12328194,48157,NIFTY25D1624900PE,NIFTY,0,2025-12-16,24900.0,0.05,75,PE,NFO-OPT,NFO
12327426,48154,NIFTY25D1624850CE,NIFTY,0,2025-12-16,24850.0,0.05,75,CE,NFO-OPT,NFO
12327682,48155,NIFTY25D1624850PE,NIFTY,0,2025-12-16,24850.0,0.05,75,PE,NFO-OPT,NFO
12326914,48152,NIFTY25D1624800CE,NIFTY,0,2025-12-16,24800.0,0.05,75,CE,NFO-OPT,NFO
12327170,48153,NIFTY25D1624800PE,NIFTY,0,2025-12-16,24800.0,0.05,75,PE,NFO-OPT,NFO
12326402,48150,NIFTY25D1624750CE,NIFTY,0,2025-12-16,24750.0,0.05,75,CE,NFO-OPT,NFO
12326658,48151,NIFTY25D1624750PE,NIFTY,0,2025-12-16,24750.0,0.05,75,PE,NFO-OPT,NFO
12325122,48145,NIFTY25D1624700CE,NIFTY,0,2025-12-16,24700.0,0.05,75,CE,NFO-OPT,NFO
12325378,48146,NIFTY25D1624700PE,NIFTY,0,2025-12-16,24700.0,0.05,75,PE,NFO-OPT,NFO
12324610,48143,NIFTY25D1624650CE,NIFTY,0,2025-12-16,24650.0,0.05,75,CE,NFO-OPT,NFO
12324866,48144,NIFTY25D1624650PE,NIFTY,0,2025-12-16,24650.0,0.05,75,PE,NFO-OPT,NFO
12324098,48141,NIFTY25D1624600CE,NIFTY,0,2025-12-16,24600.0,0.05,75,CE,NFO-OPT,NFO
12324354,48142,NIFTY25D1624600PE,NIFTY,0,2025-12-16,24600.0,0.05,75,PE,NFO-OPT,NFO
12323586,48139,NIFTY25D1624550CE,NIFTY,0,2025-12-16,24550.0,0.05,75,CE,NFO-OPT,NFO
12323842,48140,NIFTY25D1624550PE,NIFTY,0,2025-12-16,24550.0,0.05,75,PE,NFO-OPT,NFO
12323074,48137,NIFTY25D1624500CE,NIFTY,0,2025-12-16,24500.0,0.05,75,CE,NFO-OPT,NFO
12323330,48138,NIFTY25D1624500PE,NIFTY,0,2025-12-16,24500.0,0.05,75,PE,NFO-OPT,NFO
12322306,48134,NIFTY25D1624450CE,NIFTY,0,2025-12-16,24450.0,0.05,75,CE,NFO-OPT,NFO
12322562,48135,NIFTY25D1624450PE,NIFTY,0,2025-12-16,24450.0,0.05,75,PE,NFO-OPT,NFO
12321794,48132,NIFTY25D1624400CE,NIFTY,0,2025-12-16,24400.0,0.05,75,CE,NFO-OPT,NFO
12322050,48133,NIFTY25D1624400PE,NIFTY,0,2025-12-16,24400.0,0.05,75,PE,NFO-OPT,NFO
12321282,48130,NIFTY25D1624350CE,NIFTY,0,2025-12-16,24350.0,0.05,75,CE,NFO-OPT,NFO
12321538,48131,NIFTY25D1624350PE,NIFTY,0,2025-12-16,24350.0,0.05,75,PE,NFO-OPT,NFO
12320770,48128,NIFTY25D1624300CE,NIFTY,0,2025-12-16,24300.0,0.05,75,CE,NFO-OPT,NFO
12321026,48129,NIFTY25D1624300PE,NIFTY,0,2025-12-16,24300.0,0.05,75,PE,NFO-OPT,NFO
12320258,48126,NIFTY25D1624250CE,NIFTY,0,2025-12-16,24250.0,0.05,75,CE,NFO-OPT,NFO
12320514,48127,NIFTY25D1624250PE,NIFTY,0,2025-12-16,24250.0,0.05,75,PE,NFO-OPT,NFO
12319746,48124,NIFTY25D1624200CE,NIFTY,0,2025-12-16,24200.0,0.05,75,CE,NFO-OPT,NFO
12320002,48125,NIFTY25D1624200PE,NIFTY,0,2025-12-16,24200.0,0.05,75,PE,NFO-OPT,NFO
12319234,48122,NIFTY25D1624150CE,NIFTY,0,2025-12-16,24150.0,0.05,75,CE,NFO-OPT,NFO
12319490,48123,NIFTY25D1624150PE,NIFTY,0,2025-12-16,24150.0,0.05,75,PE,NFO-OPT,NFO
12318722,48120,NIFTY25D1624100CE,NIFTY,0,2025-12-16,24100.0,0.05,75,CE,NFO-OPT,NFO
12318978,48121,NIFTY25D1624100PE,NIFTY,0,2025-12-16,24100.0,0.05,75,PE,NFO-OPT,NFO
12318210,48118,NIFTY25D1624050CE,NIFTY,0,2025-12-16,24050.0,0.05,75,CE,NFO-OPT,NFO
12318466,48119,NIFTY25D1624050PE,NIFTY,0,2025-12-16,24050.0,0.05,75,PE,NFO-OPT,NFO
12317698,48116,NIFTY25D1624000CE,NIFTY,0,2025-12-16,24000.0,0.05,75,CE,NFO-OPT,NFO
12317954,48117,NIFTY25D1624000PE,NIFTY,0,2025-12-16,24000.0,0.05,75,PE,NFO-OPT,NFO
12317186,48114,NIFTY25D1623950CE,NIFTY,0,2025-12-16,23950.0,0.05,75,CE,NFO-OPT,NFO
12317442,48115,NIFTY25D1623950PE,NIFTY,0,2025-12-16,23950.0,0.05,75,PE,NFO-OPT,NFO
14592770,57003,NIFTY25D2325950CE,NIFTY,0,2025-12-23,25950.0,0.05,75,CE,NFO-OPT,NFO
14593026,57004,NIFTY25D2325950PE,NIFTY,0,2025-12-23,25950.0,0.05,75,PE,NFO-OPT,NFO
14593282,57005,NIFTY25D2326000CE,NIFTY,0,2025-12-23,26000.0,0.05,75,CE,NFO-OPT,NFO
14594050,57008,NIFTY25D2326000PE,NIFTY,0,2025-12-23,26000.0,0.05,75,PE,NFO-OPT,NFO
14591490,56998,NIFTY25D2325900CE,NIFTY,0,2025-12-23,25900.0,0.05,75,CE,NFO-OPT,NFO
14592514,57002,NIFTY25D2325900PE,NIFTY,0,2025-12-23,25900.0,0.05,75,PE,NFO-OPT,NFO
14594306,57009,NIFTY25D2326050CE,NIFTY,0,2025-12-23,26050.0,0.05,75,CE,NFO-OPT,NFO
14594562,57010,NIFTY25D2326050PE,NIFTY,0,2025-12-23,26050.0,0.05,75,PE,NFO-OPT,NFO
14590466,56994,NIFTY25D2325850CE,NIFTY,0,2025-12-23,25850.0,0.05,75,CE,NFO-OPT,NFO
14590722,56995,NIFTY25D2325850PE,NIFTY,0,2025-12-23,25850.0,0.05,75,PE,NFO-OPT,NFO
14594818,57011,NIFTY25D2326100CE,NIFTY,0,2025-12-23,26100.0,0.05,75,CE,NFO-OPT,NFO
14595074,57012,NIFTY25D2326100PE,NIFTY,0,2025-12-23,26100.0,0.05,75,PE,NFO-OPT,NFO
14589442,56990,NIFTY25D2325800CE,NIFTY,0,2025-12-23,25800.0,0.05,75,CE,NFO-OPT,NFO
14589698,56991,NIFTY25D2325800PE,NIFTY,0,2025-12-23,25800.0,0.05,75,PE,NFO-OPT,NFO
14595330,57013,NIFTY25D2326150CE,NIFTY,0,2025-12-23,26150.0,0.05,75,CE,NFO-OPT,NFO
14596866,57019,NIFTY25D2326150PE,NIFTY,0,2025-12-23,26150.0,0.05,75,PE,NFO-OPT,NFO
14588930,56988,NIFTY25D2325750CE,NIFTY,0,2025-12-23,25750.0,0.05,75,CE,NFO-OPT,NFO
14589186,56989,NIFTY25D2325750PE,NIFTY,0,2025-12-23,25750.0,0.05,75,PE,NFO-OPT,NFO
14597122,57020,NIFTY25D2326200CE,NIFTY,0,2025-12-23,26200.0,0.05,75,CE,NFO-OPT,NFO
14597378,57021,NIFTY25D2326200PE,NIFTY,0,2025-12-23,26200.0,0.05,75,PE,NFO-OPT,NFO
14588418,56986,NIFTY25D2325700CE,NIFTY,0,2025-12-23,25700.0,0.05,75,CE,NFO-OPT,NFO
14588674,56987,NIFTY25D2325700PE,NIFTY,0,2025-12-23,25700.0,0.05,75,PE,NFO-OPT,NFO
14597634,57022,NIFTY25D2326250CE,NIFTY,0,2025-12-23,26250.0,0.05,75,CE,NFO-OPT,NFO
14598146,57024,NIFTY25D2326250PE,NIFTY,0,2025-12-23,26250.0,0.05,75,PE,NFO-OPT,NFO
14587906,56984,NIFTY25D2325650CE,NIFTY,0,2025-12-23,25650.0,0.05,75,CE,NFO-OPT,NFO
14588162,56985,NIFTY25D2325650PE,NIFTY,0,2025-12-23,25650.0,0.05,75,PE,NFO-OPT,NFO
14598402,57025,NIFTY25D2326300CE,NIFTY,0,2025-12-23,26300.0,0.05,75,CE,NFO-OPT,NFO
14598658,57026,NIFTY25D2326300PE,NIFTY,0,2025-12-23,26300.0,0.05,75,PE,NFO-OPT,NFO
14585858,56976,NIFTY25D2325600CE,NIFTY,0,2025-12-23,25600.0,0.05,75,CE,NFO-OPT,NFO
14586114,56977,NIFTY25D2325600PE,NIFTY,0,2025-12-23,25600.0,0.05,75,PE,NFO-OPT,NFO
14599426,57029,NIFTY25D2326350PE,NIFTY,0,2025-12-23,26350.0,0.05,75,PE,NFO-OPT,NFO
14615810,57093,NIFTY25D2327950CE,NIFTY,0,2025-12-23,27950.0,0.05,75,CE,NFO-OPT,NFO
14616066,57094,NIFTY25D2327950PE,NIFTY,0,2025-12-23,27950.0,0.05,75,PE,NFO-OPT,NFO
14615298,57091,NIFTY25D2327900CE,NIFTY,0,2025-12-23,27900.0,0.05,75,CE,NFO-OPT,NFO
14615554,57092,NIFTY25D2327900PE,NIFTY,0,2025-12-23,27900.0,0.05,75,PE,NFO-OPT,NFO
14614530,57088,NIFTY25D2327850CE,NIFTY,0,2025-12-23,27850.0,0.05,75,CE,NFO-OPT,NFO
14614786,57089,NIFTY25D2327850PE,NIFTY,0,2025-12-23,27850.0,0.05,75,PE,NFO-OPT,NFO
14614018,57086,NIFTY25D2327800CE,NIFTY,0,2025-12-23,27800.0,0.05,75,CE,NFO-OPT,NFO
14614274,57087,NIFTY25D2327800PE,NIFTY,0,2025-12-23,27800.0,0.05,75,PE,NFO-OPT,NFO
14613506,57084,NIFTY25D2327750CE,NIFTY,0,2025-12-23,27750.0,0.05,75,CE,NFO-OPT,NFO
14613762,57085,NIFTY25D2327750PE,NIFTY,0,2025-12-23,27750.0,0.05,75,PE,NFO-OPT,NFO
14612994,57082,NIFTY25D2327700CE,NIFTY,0,2025-12-23,27700.0,0.05,75,CE,NFO-OPT,NFO
14613250,57083,NIFTY25D2327700PE,NIFTY,0,2025-12-23,27700.0,0.05,75,PE,NFO-OPT,NFO
14612482,57080,NIFTY25D2327650CE,NIFTY,0,2025-12-23,27650.0,0.05,75,CE,NFO-OPT,NFO
14612738,57081,NIFTY25D2327650PE,NIFTY,0,2025-12-23,27650.0,0.05,75,PE,NFO-OPT,NFO
14611970,57078,NIFTY25D2327600CE,NIFTY,0,2025-12-23,27600.0,0.05,75,CE,NFO-OPT,NFO
14612226,57079,NIFTY25D2327600PE,NIFTY,0,2025-12-23,27600.0,0.05,75,PE,NFO-OPT,NFO
14611458,57076,NIFTY25D2327550CE,NIFTY,0,2025-12-23,27550.0,0.05,75,CE,NFO-OPT,NFO
14611714,57077,NIFTY25D2327550PE,NIFTY,0,2025-12-23,27550.0,0.05,75,PE,NFO-OPT,NFO
14610946,57074,NIFTY25D2327500CE,NIFTY,0,2025-12-23,27500.0,0.05,75,CE,NFO-OPT,NFO
14611202,57075,NIFTY25D2327500PE,NIFTY,0,2025-12-23,27500.0,0.05,75,PE,NFO-OPT,NFO
14610434,57072,NIFTY25D2327450CE,NIFTY,0,2025-12-23,27450.0,0.05,75,CE,NFO-OPT,NFO
14610690,57073,NIFTY25D2327450PE,NIFTY,0,2025-12-23,27450.0,0.05,75,PE,NFO-OPT,NFO
14609922,57070,NIFTY25D2327400CE,NIFTY,0,2025-12-23,27400.0,0.05,75,CE,NFO-OPT,NFO
14610178,57071,NIFTY25D2327400PE,NIFTY,0,2025-12-23,27400.0,0.05,75,PE,NFO-OPT,NFO
14609410,57068,NIFTY25D2327350CE,NIFTY,0,2025-12-23,27350.0,0.05,75,CE,NFO-OPT,NFO
14609666,57069,NIFTY25D2327350PE,NIFTY,0,2025-12-23,27350.0,0.05,75,PE,NFO-OPT,NFO
14608898,57066,NIFTY25D2327300CE,NIFTY,0,2025-12-23,27300.0,0.05,75,CE,NFO-OPT,NFO
14609154,57067,NIFTY25D2327300PE,NIFTY,0,2025-12-23,27300.0,0.05,75,PE,NFO-OPT,NFO
14608386,57064,NIFTY25D2327250CE,NIFTY,0,2025-12-23,27250.0,0.05,75,CE,NFO-OPT,NFO
14608642,57065,NIFTY25D2327250PE,NIFTY,0,2025-12-23,27250.0,0.05,75,PE,NFO-OPT,NFO
14607874,57062,NIFTY25D2327200CE,NIFTY,0,2025-12-23,27200.0,0.05,75,CE,NFO-OPT,NFO
14608130,57063,NIFTY25D2327200PE,NIFTY,0,2025-12-23,27200.0,0.05,75,PE,NFO-OPT,NFO
14607362,57060,NIFTY25D2327150CE,NIFTY,0,2025-12-23,27150.0,0.05,75,CE,NFO-OPT,NFO
14607618,57061,NIFTY25D2327150PE,NIFTY,0,2025-12-23,27150.0,0.05,75,PE,NFO-OPT,NFO
14606850,57058,NIFTY25D2327100CE,NIFTY,0,2025-12-23,27100.0,0.05,75,CE,NFO-OPT,NFO
14607106,57059,NIFTY25D2327100PE,NIFTY,0,2025-12-23,27100.0,0.05,75,PE,NFO-OPT,NFO
14606338,57056,NIFTY25D2327050CE,NIFTY,0,2025-12-23,27050.0,0.05,75,CE,NFO-OPT,NFO
14606594,57057,NIFTY25D2327050PE,NIFTY,0,2025-12-23,27050.0,0.05,75,PE,NFO-OPT,NFO
14605826,57054,NIFTY25D2327000CE,NIFTY,0,2025-12-23,27000.0,0.05,75,CE,NFO-OPT,NFO
14606082,57055,NIFTY25D2327000PE,NIFTY,0,2025-12-23,27000.0,0.05,75,PE,NFO-OPT,NFO
14605314,57052,NIFTY25D2326950CE,NIFTY,0,2025-12-23,26950.0,0.05,75,CE,NFO-OPT,NFO
14605570,57053,NIFTY25D2326950PE,NIFTY,0,2025-12-23,26950.0,0.05,75,PE,NFO-OPT,NFO
14604802,57050,NIFTY25D2326900CE,NIFTY,0,2025-12-23,26900.0,0.05,75,CE,NFO-OPT,NFO
14605058,57051,NIFTY25D2326900PE,NIFTY,0,2025-12-23,26900.0,0.05,75,PE,NFO-OPT,NFO
14604290,57048,NIFTY25D2326850CE,NIFTY,0,2025-12-23,26850.0,0.05,75,CE,NFO-OPT,NFO
14604546,57049,NIFTY25D2326850PE,NIFTY,0,2025-12-23,26850.0,0.05,75,PE,NFO-OPT,NFO
14603778,57046,NIFTY25D2326800CE,NIFTY,0,2025-12-23,26800.0,0.05,75,CE,NFO-OPT,NFO
14604034,57047,NIFTY25D2326800PE,NIFTY,0,2025-12-23,26800.0,0.05,75,PE,NFO-OPT,NFO
14603266,57044,NIFTY25D2326750CE,NIFTY,0,2025-12-23,26750.0,0.05,75,CE,NFO-OPT,NFO
14603522,57045,NIFTY25D2326750PE,NIFTY,0,2025-12-23,26750.0,0.05,75,PE,NFO-OPT,NFO
14602754,57042,NIFTY25D2326700CE,NIFTY,0,2025-12-23,26700.0,0.05,75,CE,NFO-OPT,NFO
14603010,57043,NIFTY25D2326700PE,NIFTY,0,2025-12-23,26700.0,0.05,75,PE,NFO-OPT,NFO
14602242,57040,NIFTY25D2326650CE,NIFTY,0,2025-12-23,26650.0,0.05,75,CE,NFO-OPT,NFO
14602498,57041,NIFTY25D2326650PE,NIFTY,0,2025-12-23,26650.0,0.05,75,PE,NFO-OPT,NFO
14601730,57038,NIFTY25D2326600CE,NIFTY,0,2025-12-23,26600.0,0.05,75,CE,NFO-OPT,NFO
14601986,57039,NIFTY25D2326600PE,NIFTY,0,2025-12-23,26600.0,0.05,75,PE,NFO-OPT,NFO
14601218,57036,NIFTY25D2326550CE,NIFTY,0,2025-12-23,26550.0,0.05,75,CE,NFO-OPT,NFO
14601474,57037,NIFTY25D2326550PE,NIFTY,0,2025-12-23,26550.0,0.05,75,PE,NFO-OPT,NFO
14600706,57034,NIFTY25D2326500CE,NIFTY,0,2025-12-23,26500.0,0.05,75,CE,NFO-OPT,NFO
14600962,57035,NIFTY25D2326500PE,NIFTY,0,2025-12-23,26500.0,0.05,75,PE,NFO-OPT,NFO
14600194,57032,NIFTY25D2326450CE,NIFTY,0,2025-12-23,26450.0,0.05,75,CE,NFO-OPT,NFO
14600450,57033,NIFTY25D2326450PE,NIFTY,0,2025-12-23,26450.0,0.05,75,PE,NFO-OPT,NFO
14599682,57030,NIFTY25D2326400CE,NIFTY,0,2025-12-23,26400.0,0.05,75,CE,NFO-OPT,NFO
14599938,57031,NIFTY25D2326400PE,NIFTY,0,2025-12-23,26400.0,0.05,75,PE,NFO-OPT,NFO
14598914,57027,NIFTY25D2326350CE,NIFTY,0,2025-12-23,26350.0,0.05,75,CE,NFO-OPT,NFO
14585346,56974,NIFTY25D2325550CE,NIFTY,0,2025-12-23,25550.0,0.05,75,CE,NFO-OPT,NFO
14585602,56975,NIFTY25D2325550PE,NIFTY,0,2025-12-23,25550.0,0.05,75,PE,NFO-OPT,NFO
14584834,56972,NIFTY25D2325500CE,NIFTY,0,2025-12-23,25500.0,0.05,75,CE,NFO-OPT,NFO
14585090,56973,NIFTY25D2325500PE,NIFTY,0,2025-12-23,25500.0,0.05,75,PE,NFO-OPT,NFO
14584322,56970,NIFTY25D2325450CE,NIFTY,0,2025-12-23,25450.0,0.05,75,CE,NFO-OPT,NFO
14584578,56971,NIFTY25D2325450PE,NIFTY,0,2025-12-23,25450.0,0.05,75,PE,NFO-OPT,NFO
14583810,56968,NIFTY25D2325400CE,NIFTY,0,2025-12-23,25400.0,0.05,75,CE,NFO-OPT,NFO
14584066,56969,NIFTY25D2325400PE,NIFTY,0,2025-12-23,25400.0,0.05,75,PE,NFO-OPT,NFO
14583298,56966,NIFTY25D2325350CE,NIFTY,0,2025-12-23,25350.0,0.05,75,CE,NFO-OPT,NFO
14583554,56967,NIFTY25D2325350PE,NIFTY,0,2025-12-23,25350.0,0.05,75,PE,NFO-OPT,NFO
14582786,56964,NIFTY25D2325300CE,NIFTY,0,2025-12-23,25300.0,0.05,75,CE,NFO-OPT,NFO
14583042,56965,NIFTY25D2325300PE,NIFTY,0,2025-12-23,25300.0,0.05,75,PE,NFO-OPT,NFO
14582274,56962,NIFTY25D2325250CE,NIFTY,0,2025-12-23,25250.0,0.05,75,CE,NFO-OPT,NFO
14582530,56963,NIFTY25D2325250PE,NIFTY,0,2025-12-23,25250.0,0.05,75,PE,NFO-OPT,NFO
14581506,56959,NIFTY25D2325200CE,NIFTY,0,2025-12-23,25200.0,0.05,75,CE,NFO-OPT,NFO
14581762,56960,NIFTY25D2325200PE,NIFTY,0,2025-12-23,25200.0,0.05,75,PE,NFO-OPT,NFO
14580994,56957,NIFTY25D2325150CE,NIFTY,0,2025-12-23,25150.0,0.05,75,CE,NFO-OPT,NFO
14581250,56958,NIFTY25D2325150PE,NIFTY,0,2025-12-23,25150.0,0.05,75,PE,NFO-OPT,NFO
14580482,56955,NIFTY25D2325100CE,NIFTY,0,2025-12-23,25100.0,0.05,75,CE,NFO-OPT,NFO
14580738,56956,NIFTY25D2325100PE,NIFTY,0,2025-12-23,25100.0,0.05,75,PE,NFO-OPT,NFO
14579970,56953,NIFTY25D2325050CE,NIFTY,0,2025-12-23,25050.0,0.05,75,CE,NFO-OPT,NFO
14580226,56954,NIFTY25D2325050PE,NIFTY,0,2025-12-23,25050.0,0.05,75,PE,NFO-OPT,NFO
14579458,56951,NIFTY25D2325000CE,NIFTY,0,2025-12-23,25000.0,0.05,75,CE,NFO-OPT,NFO
